docket_id,customer_id,short_name,order_size1,order_size2,net_out,unitizing_bundle_qty,unitizing_unit_qty,unitizing_max_height,unitizing_piling_pattern_id
107360,10003,,32.0,60.0,1.0,0,0,48,0
107361,10003,,61.0,60.0,1.0,0,0,48,0
107382,10003,,79.0,54.0,1.0,0,0,48,0
107383,10003,,79.0,54.0,1.0,0,0,48,0
107384,10003,,79.0,54.0,1.0,0,0,48,0
107385,10003,,79.0,54.0,1.0,0,0,48,0
107386,10003,,79.0,54.0,1.0,0,0,48,0
107387,10003,,79.0,54.0,1.0,0,0,48,0
107388,10003,,79.0,54.0,1.0,0,0,48,0
107389,10003,,79.0,54.0,1.0,0,0,48,0
107390,10003,,79.0,54.0,1.0,0,0,48,0
107391,10003,,79.0,54.0,1.0,0,0,48,0
107393,10003,,79.0,54.0,1.0,0,0,48,0
107408,10003,,79.0,54.0,1.0,0,0,48,0
107446,10003,,52.0,50.0,1.0,0,0,48,0
107447,10003,,53.0,39.0,1.0,0,0,48,0
107522,10003,,40.0,42.0,1.0,0,0,48,0
107523,10003,,24.0,24.0,1.0,0,0,48,0
107539,10003,,50.0,58.0,1.0,0,0,48,0
107541,10003,,50.0,77.0,1.0,0,0,48,0
107542,10003,,50.0,77.0,1.0,0,0,48,0
107605,10003,,52.0,76.0,1.0,0,0,48,0
107616,10003,,63.0,48.0,1.0,0,0,48,0
107617,10003,,76.0,52.0,1.0,0,0,48,0
107619,10003,,80.0,51.0,1.0,0,0,48,0
107620,10003,,46.0,60.0,1.0,0,0,48,0
107621,10003,,50.0,95.0,1.0,0,0,48,0
107676,10003,,65.0,39.0,1.0,0,0,48,0
107677,10003,,51.0,78.0,1.0,0,0,48,0
107678,10003,,32.0,52.0,1.0,0,0,48,0
107679,10003,,50.0,39.0,1.0,0,0,48,0
107680,10003,,61.0,34.0,1.0,0,0,48,0
107681,10003,,59.0,51.0,1.0,0,0,48,0
107682,10003,,47.0,75.0,1.0,0,0,48,0
107683,10003,,39.0,66.0,1.0,0,0,48,0
107684,10003,,39.0,75.0,1.0,0,0,48,0
107685,10003,,37.0,55.0,1.0,0,0,48,0
107686,10003,,42.0,59.0,1.0,0,0,48,0
107687,10003,,49.0,55.0,1.0,0,0,48,0
107689,10003,,35.0,62.0,1.0,0,0,48,0
107690,10003,,50.0,48.0,1.0,0,0,48,0
107691,10003,,50.0,58.0,1.0,0,0,48,0
107692,10003,,50.0,57.0,1.0,0,0,48,0
107711,10003,,36.0,110.0,1.0,0,0,48,0
107771,10003,,77.0,32.0,1.0,0,0,48,0
107772,10003,,77.0,46.0,1.0,0,0,48,0
107773,10003,,77.0,38.0,1.0,0,0,48,0
107774,10003,,77.0,32.0,1.0,0,0,48,0
107775,10003,,77.0,46.0,1.0,0,0,48,0
107776,10003,,77.0,38.0,1.0,0,0,48,0
107821,10003,,48.0,74.0,1.0,0,0,48,0
107840,10003,,45.0,49.0,1.0,0,0,48,0
107942,10003,,45.0,62.0,1.0,0,0,48,0
107943,10003,,46.0,77.0,1.0,0,0,48,0
107958,10003,,55.0,55.0,1.0,0,0,48,0
107959,10003,,50.0,70.0,1.0,0,0,48,0
107960,10003,,38.0,72.0,1.0,0,0,48,0
108046,10003,,42.0,63.0,1.0,0,0,48,0
108047,10003,,42.0,59.0,1.0,0,0,48,0
108048,10003,,42.0,80.0,1.0,0,0,48,0
108101,10003,,36.0,62.0,1.0,0,0,48,0
109136,10003,,32.0,54.0,1.0,0,0,48,0
109138,10003,,44.0,53.0,1.0,0,0,48,0
109211,10003,,70.0,61.0,1.0,0,0,48,0
109216,10003,,40.0,130.0,1.0,0,0,48,0
109219,10003,,47.01,72.15,1.0,0,0,48,0
109221,10003,,66.01,58.15,1.0,0,0,48,0
109222,10003,,64.01,40.15,1.0,0,0,48,0
109248,10003,,50.0,58.0,1.0,0,0,48,0
109254,10003,,70.0,61.0,1.0,0,0,48,0
109293,10003,,73.0,30.0,1.0,0,0,48,0
109321,10003,,54.0,71.0,1.0,0,0,48,0
109329,10003,,60.0,72.0,1.0,0,0,48,0
109566,10003,,35.0,77.0,1.0,0,0,48,0
109567,10003,,53.0,53.0,1.0,0,0,48,0
109599,10003,,45.0,73.0,1.0,0,0,48,0
109618,10003,,74.0,30.0,1.0,0,0,48,0
109658,10003,,45.0,73.0,1.0,0,0,48,0
109661,10003,,53.0,39.0,1.0,0,0,48,0
109662,10003,,53.0,39.0,1.0,0,0,48,0
109664,10003,,44.0,52.0,1.0,0,0,48,0
109788,10003,,62.0,51.0,1.0,0,0,48,0
110141,10003,,75.0,35.0,1.0,0,0,48,0
110462,10003,,44.0,97.0,1.0,0,0,48,0
110471,10003,,73.0,39.0,1.0,0,0,48,0
110614,10003,,64.0,40.0,1.0,0,0,48,0
110650,10003,,74.0,51.0,1.0,0,0,48,0
111036,10003,,62.0,32.0,1.0,0,0,48,0
111039,10003,,62.0,32.0,1.0,0,0,48,0
111069,10003,,44.0,93.0,1.0,0,0,48,0
111119,10003,,62.0,50.0,1.0,0,0,48,0
111183,10003,,62.0,39.0,1.0,0,0,48,0
111260,10003,,36.0,67.0,1.0,0,0,48,0
111263,10003,,49.0,59.0,1.0,0,0,48,0
111347,10003,,42.0,64.0,1.0,0,0,48,0
111348,10003,,65.0,63.0,1.0,0,0,48,0
111379,10003,,63.0,59.0,1.0,0,0,48,0
111417,10003,,59.0,37.0,1.0,0,0,48,0
111492,10003,,60.0,53.0,1.0,0,0,48,0
111493,10003,,60.0,49.0,1.0,0,0,48,0
111510,10003,,85.0,57.0,1.0,0,0,48,0
111511,10003,,48.0,52.0,1.0,0,0,48,0
111512,10003,,48.0,67.0,1.0,0,0,48,0
111513,10003,,40.0,72.0,1.0,0,0,48,0
111514,10003,,50.0,51.0,1.0,0,0,48,0
111515,10003,,47.0,50.0,1.0,0,0,48,0
111516,10003,,50.0,80.0,1.0,0,0,48,0
111518,10003,,32.0,80.0,1.0,0,0,48,0
111519,10003,,50.0,62.0,1.0,0,0,48,0
111552,10003,,48.0,62.0,1.0,0,0,48,0
111553,10003,,48.0,50.0,1.0,0,0,48,0
111554,10003,,42.0,68.0,1.0,0,0,48,0
111559,10003,,53.0,69.0,1.0,0,0,48,0
111560,10003,,62.0,48.0,1.0,0,0,48,0
111637,10003,,48.0,48.0,1.0,0,0,48,0
111744,10003,,57.0,35.0,1.0,0,0,48,0
111745,10003,,45.0,76.0,1.0,0,0,48,0
111763,10003,,66.0,39.0,1.0,0,0,48,0
111800,10003,,33.0,63.0,1.0,0,0,48,0
111859,10003,,54.0,50.0,1.0,0,0,48,0
111877,10003,,58.01,78.15,1.0,0,0,48,0
111885,10003,,47.0,50.0,1.0,0,0,48,0
111886,10003,,43.0,63.0,1.0,0,0,48,0
111887,10003,,43.0,64.0,1.0,0,0,48,0
111888,10003,,59.0,50.0,1.0,0,0,48,0
111889,10003,,51.0,44.0,1.0,0,0,48,0
111890,10003,,45.0,51.0,1.0,0,0,48,0
111905,10003,,69.0,33.0,1.0,0,0,48,0
111906,10003,,46.0,73.0,1.0,0,0,48,0
111907,10003,,64.0,49.0,1.0,0,0,48,0
111936,10003,,58.0,50.0,1.0,0,0,48,0
111938,10003,,51.0,74.0,1.0,0,0,48,0
112007,10003,,58.1,42.02,1.0,0,0,48,0
112013,10003,,51.0,61.0,1.0,0,0,48,0
112014,10003,,45.0,64.0,1.0,0,0,48,0
112015,10003,,50.0,68.0,1.0,0,0,48,0
112016,10003,,42.0,54.0,1.0,0,0,48,0
112018,10003,,40.0,50.0,1.0,0,0,48,0
112019,10003,,50.0,54.0,1.0,0,0,48,0
112023,10003,,42.0,72.0,1.0,0,0,48,0
112034,10003,,35.0,57.0,1.0,0,0,48,0
112035,10003,,42.0,67.0,1.0,0,0,48,0
112036,10003,,42.0,60.0,1.0,0,0,48,0
112050,10003,,34.0,62.0,1.0,0,0,48,0
113099,10003,,55.0,68.0,1.0,0,0,48,0
113135,10003,,67.0,42.0,1.0,0,0,48,0
113174,10003,,42.0,82.0,1.0,0,0,48,0
113179,10003,,72.0,50.0,1.0,0,0,48,0
113180,10003,,68.0,50.0,1.0,0,0,48,0
113181,10003,,48.0,52.0,1.0,0,0,48,0
113182,10003,,77.0,50.0,1.0,0,0,48,0
113183,10003,,54.0,42.0,1.0,0,0,48,0
113207,10003,,70.0,48.0,1.0,0,0,48,0
113208,10003,,68.0,51.0,1.0,0,0,48,0
113259,10003,,45.0,78.0,1.0,0,0,48,0
113278,10003,,38.0,60.0,1.0,0,0,48,0
113314,10003,,47.01,42.15,1.0,0,0,48,0
113330,10003,,43.0,64.0,1.0,0,0,48,0
113331,10003,,82.0,48.0,1.0,0,0,48,0
113332,10003,,83.0,47.0,1.0,0,0,48,0
113333,10003,,40.0,110.0,1.0,0,0,48,0
113334,10003,,58.0,62.0,1.0,0,0,48,0
113378,10003,,52.0,89.0,1.0,0,0,48,0
113379,10003,,52.0,104.0,1.0,0,0,48,0
113453,10003,,34.0,54.0,1.0,0,0,48,0
113625,10003,,35.0,84.0,1.0,0,0,48,0
113645,10003,,48.0,64.0,1.0,0,0,48,0
113646,10003,,83.0,47.0,1.0,0,0,48,0
113678,10003,,58.0,62.0,1.0,0,0,48,0
113703,10003,,48.0,55.0,1.0,0,0,48,0
113705,10003,,28.0,58.0,1.0,0,0,48,0
113706,10003,,82.0,61.0,1.0,0,0,48,0
113709,10003,,62.0,49.0,1.0,0,0,48,0
113766,10003,,43.0,65.0,1.0,0,0,48,0
113776,10003,,60.0,98.0,1.0,0,0,48,0
113782,10003,,77.0,42.0,1.0,0,0,48,0
113799,10003,,23.0,50.0,1.0,0,0,48,0
113800,10003,,61.0,33.0,1.0,0,0,48,0
113816,10003,,27.0,62.0,1.0,0,0,48,0
113817,10003,,31.0,60.0,1.0,0,0,48,0
113853,10003,,65.0,47.0,1.0,0,0,48,0
113859,10003,,50.0,58.0,1.0,0,0,48,0
113962,10003,,61.0,107.0,1.0,0,0,48,0
113976,10003,,70.0,46.0,1.0,0,0,48,0
113979,10003,,83.0,62.0,1.0,0,0,48,0
113981,10003,,45.0,57.0,1.0,0,0,48,0
113982,10003,,34.0,80.0,1.0,0,0,48,0
113983,10003,,67.0,51.0,1.0,0,0,48,0
113984,10003,,50.0,47.0,1.0,0,0,48,0
113985,10003,,74.0,50.0,1.0,0,0,48,0
114002,10003,,54.0,77.0,1.0,0,0,48,0
114017,10003,,48.0,96.0,1.0,0,0,48,0
114019,10003,,48.0,92.0,1.0,0,0,48,0
114042,10003,,104.1,26.02,1.0,0,0,48,0
114053,10003,,70.0,46.0,1.0,0,0,48,0
114054,10003,,65.0,40.0,1.0,0,0,48,0
114201,10003,,60.0,62.0,1.0,0,0,48,0
114267,10003,,81.01,102.15,1.0,0,0,48,0
114268,10003,,81.01,74.15,1.0,0,0,48,0
114348,10003,,52.0,48.0,1.0,0,0,48,0
114349,10003,,44.0,60.0,1.0,0,0,48,0
114350,10003,,55.0,47.0,1.0,0,0,48,0
114352,10003,,36.0,76.0,1.0,0,0,48,0
114369,10003,,75.0,37.0,1.0,0,0,48,0
114370,10003,,75.0,52.0,1.0,0,0,48,0
114371,10003,,42.0,74.0,1.0,0,0,48,0
114378,10003,,57.0,54.0,1.0,0,0,48,0
114398,10003,,87.0,74.0,1.0,0,0,48,0
114399,10003,,87.0,74.0,1.0,0,0,48,0
114425,10003,,48.0,56.0,1.0,0,0,48,0
114483,10003,,53.0,49.0,1.0,0,0,48,0
114503,10003,,45.0,72.0,1.0,0,0,48,0
114504,10003,,55.0,115.0,1.0,0,0,48,0
114512,10003,,48.0,96.0,1.0,0,0,48,0
114513,10003,,48.0,56.0,1.0,0,0,48,0
114570,10003,,51.0,55.0,1.0,0,0,48,0
114572,10003,,51.0,75.0,1.0,0,0,48,0
114584,10003,,50.0,64.0,1.0,0,0,48,0
114731,10003,,72.0,102.0,1.0,0,0,48,0
114732,10003,,48.0,70.0,1.0,0,0,48,0
114756,10003,,82.0,57.0,1.0,0,0,48,0
114839,10003,,29.0,68.0,1.0,0,0,48,0
114840,10003,,32.0,68.0,1.0,0,0,48,0
114841,10003,,38.0,68.0,1.0,0,0,48,0
114881,10003,,77.0,48.0,1.0,0,0,48,0
114903,10003,,54.0,72.0,1.0,0,0,48,0
114913,10003,,86.0,45.0,1.0,0,0,48,0
114937,10003,,52.0,48.0,1.0,0,0,48,0
114960,10003,,45.0,72.0,1.0,0,0,48,0
115013,10003,,54.0,36.0,1.0,0,0,48,0
115018,10003,,74.0,52.0,1.0,0,0,48,0
115067,10003,,45.0,77.0,1.0,0,0,48,0
115091,10003,,52.0,60.0,1.0,0,0,48,0
115135,10003,,48.0,64.0,1.0,0,0,48,0
115136,10003,,64.0,48.0,1.0,0,0,48,0
115161,10003,,54.0,77.0,1.0,0,0,48,0
115209,10003,,61.0,80.0,1.0,0,0,48,0
115210,10003,,60.0,48.0,1.0,0,0,48,0
115213,10003,,50.0,48.0,1.0,0,0,48,0
115214,10003,,48.0,50.0,1.0,0,0,48,0
115220,10003,,50.0,65.0,1.0,0,0,48,0
115485,10003,,45.0,70.0,1.0,0,0,48,0
115574,10003,,33.0,70.0,1.0,0,0,48,0
115584,10003,,42.0,57.0,1.0,0,0,48,0
115686,10003,,90.0,68.0,1.0,0,0,48,0
115687,10003,,50.0,64.0,1.0,0,0,48,0
115734,10003,,61.0,70.0,1.0,0,0,48,0
115746,10003,,52.0,36.0,1.0,0,0,48,0
115871,10003,,63.0,59.0,1.0,0,0,48,0
115893,10003,,32.0,96.0,1.0,0,0,48,0
115939,10003,,66.0,51.0,1.0,0,0,48,0
115943,10003,,42.0,74.0,1.0,0,0,48,0
115964,10003,,40.0,56.0,1.0,0,0,48,0
115974,10003,,62.0,35.0,1.0,0,0,48,0
115975,10003,,72.0,36.0,1.0,0,0,48,0
115977,10003,,56.0,36.0,1.0,0,0,48,0
115979,10003,,62.0,36.0,1.0,0,0,48,0
115981,10003,,68.0,42.0,1.0,0,0,48,0
115997,10003,,72.0,34.0,1.0,0,0,48,0
116023,10003,,56.0,36.0,1.0,0,0,48,0
116024,10003,,62.0,35.0,1.0,0,0,48,0
116025,10003,,62.0,36.0,1.0,0,0,48,0
116026,10003,,68.0,42.0,1.0,0,0,48,0
116027,10003,,72.0,36.0,1.0,0,0,48,0
116049,10003,,52.0,37.0,1.0,0,0,48,0
116050,10003,,52.0,37.0,1.0,0,0,48,0
116051,10003,,60.0,35.0,1.0,0,0,48,0
116052,10003,,60.0,35.0,1.0,0,0,48,0
116053,10003,,35.0,60.0,1.0,0,0,48,0
116054,10003,,35.0,60.0,1.0,0,0,48,0
116055,10003,,36.0,72.0,1.0,0,0,48,0
116056,10003,,36.0,72.0,1.0,0,0,48,0
116082,10003,,52.0,52.0,1.0,0,0,48,0
116226,10003,,41.0,69.0,1.0,0,0,48,0
116228,10003,,41.0,57.0,1.0,0,0,48,0
116286,10003,,45.0,76.0,1.0,0,0,48,0
116375,10003,,28.0,65.0,1.0,0,0,48,0
116384,10003,,35.0,58.0,1.0,0,0,48,0
116422,10003,,85.01,104.15,1.0,0,0,48,0
116423,10003,,85.01,104.15,1.0,0,0,48,0
116452,10003,,73.0,39.0,1.0,0,0,48,0
116453,10003,,98.0,37.0,1.0,0,0,48,0
116469,10003,,75.0,52.0,1.0,0,0,48,0
116496,10003,,48.0,78.0,1.0,0,0,48,0
116500,10003,,48.0,74.0,1.0,0,0,48,0
116529,10003,,52.0,75.0,1.0,0,0,48,0
116560,10003,,65.0,40.0,1.0,0,0,48,0
116576,10003,,37.0,55.0,1.0,0,0,48,0
116593,10003,,62.0,27.0,1.0,0,0,48,0
116726,10003,,90.0,47.0,1.0,0,0,48,0
116728,10003,,81.0,45.0,1.0,0,0,48,0
116832,10003,,52.0,75.0,1.0,0,0,48,0
116993,10003,,48.0,96.0,1.0,0,0,48,0
116994,10003,,63.0,31.0,1.0,0,0,48,0
116995,10003,,58.0,50.0,1.0,0,0,48,0
116996,10003,,58.0,50.0,1.0,0,0,48,0
116997,10003,,42.0,82.0,1.0,0,0,48,0
117050,10003,,42.0,50.0,1.0,0,0,48,0
117051,10003,,44.0,52.0,1.0,0,0,48,0
117065,10003,,38.0,50.0,1.0,0,0,48,0
117110,10003,,64.0,60.0,1.0,0,0,48,0
117111,10003,,48.0,60.0,1.0,0,0,48,0
117320,10003,,45.0,78.0,1.0,0,0,48,0
117371,10003,,75.0,45.0,1.0,0,0,48,0
117372,10003,,45.0,75.0,1.0,0,0,48,0
117373,10003,,38.0,75.0,1.0,0,0,48,0
117374,10003,,54.0,38.0,1.0,0,0,48,0
117375,10003,,48.0,75.0,1.0,0,0,48,0
117436,10003,,48.0,60.0,1.0,0,0,48,0
117437,10003,,48.0,60.0,1.0,0,0,48,0
117512,10003,,77.08,52.08,1.0,0,0,48,0
117604,10003,,77.0,52.0,1.0,0,0,48,0
117640,10003,,43.0,99.0,1.0,0,0,48,0
117641,10003,,56.0,101.0,1.0,0,0,48,0
117642,10003,,51.0,43.0,1.0,0,0,48,0
117643,10003,,35.0,70.0,1.0,0,0,48,0
117702,10003,,42.0,42.0,1.0,0,0,48,0
117780,10003,,45.0,45.0,1.0,0,0,48,0
117942,10003,,62.0,62.0,1.0,0,0,48,0
117975,10003,,12.1,134.02,1.0,0,0,48,0
117978,10003,,16.1,102.02,1.0,0,0,48,0
117979,10003,,16.1,142.02,1.0,0,0,48,0
117980,10003,,24.1,134.02,1.0,0,0,48,0
117981,10003,,24.1,154.02,1.0,0,0,48,0
117982,10003,,24.1,158.02,1.0,0,0,48,0
118128,10003,,50.0,100.0,1.0,0,0,48,0
118150,10003,,73.0,35.0,1.0,0,0,48,0
118151,10003,,35.0,73.0,1.0,0,0,48,0
118161,10003,,58.1,42.02,1.0,0,0,48,0
118162,10003,,16.1,78.02,1.0,0,0,48,0
118164,10003,,16.1,90.02,1.0,0,0,48,0
118165,10003,,8.1,86.02,1.0,0,0,48,0
118166,10003,,12.1,64.02,1.0,0,0,48,0
118169,10003,,16.1,102.02,1.0,0,0,48,0
118170,10003,,12.1,108.02,1.0,0,0,48,0
118171,10003,,16.1,112.02,1.0,0,0,48,0
118172,10003,,24.1,134.02,1.0,0,0,48,0
118173,10003,,8.1,110.02,1.0,0,0,48,0
118174,10003,,12.1,114.02,1.0,0,0,48,0
118175,10003,,16.1,118.02,1.0,0,0,48,0
118176,10003,,24.1,154.02,1.0,0,0,48,0
118177,10003,,12.1,134.02,1.0,0,0,48,0
118178,10003,,16.1,138.02,1.0,0,0,48,0
118179,10003,,24.1,158.02,1.0,0,0,48,0
118180,10003,,16.1,142.02,1.0,0,0,48,0
118273,10003,,66.0,59.0,1.0,0,0,48,0
118291,10003,,60.0,85.0,1.0,0,0,48,0
118292,10003,,40.0,80.0,1.0,0,0,48,0
118300,10003,,52.0,74.0,1.0,0,0,48,0
118367,10003,,52.0,77.0,1.0,0,0,48,0
118368,10003,,52.0,72.0,1.0,0,0,48,0
118369,10003,,52.0,72.0,1.0,0,0,48,0
118555,10003,,44.0,63.0,1.0,0,0,48,0
118581,10003,,48.0,74.0,1.0,0,0,48,0
118582,10003,,48.0,74.0,1.0,0,0,48,0
118583,10003,,48.0,78.0,1.0,0,0,48,0
118584,10003,,48.0,78.0,1.0,0,0,48,0
118604,10003,,65.0,77.0,1.0,0,0,48,0
118715,10003,,48.0,78.0,1.0,0,0,48,0
118738,10003,,63.0,30.0,1.0,0,0,48,0
118773,10003,,16.1,118.02,1.0,0,0,48,0
118778,10003,,32.0,56.0,1.0,0,0,48,0
118789,10003,,32.0,71.0,1.0,0,0,48,0
118864,10003,,72.0,48.0,1.0,0,0,48,0
119074,10003,,47.0,82.0,1.0,0,0,48,0
119075,10003,,93.0,50.0,1.0,0,0,48,0
120231,10003,,55.0,78.0,1.0,0,0,48,0
120307,10003,,73.0,40.0,1.0,0,0,48,0
120331,10003,,45.0,48.0,1.0,0,0,48,0
120436,10003,,44.0,44.0,1.0,0,0,48,0
120438,10003,,46.0,62.0,1.0,0,0,48,0
120445,10003,,24.1,166.02,1.0,0,0,48,0
120469,10003,,51.0,85.0,1.0,0,0,48,0
120637,10003,,70.0,47.0,1.0,0,0,48,0
120657,10003,,54.0,65.0,1.0,0,0,48,0
120784,10003,,62.0,38.0,1.0,0,0,48,0
120785,10003,,62.0,38.0,1.0,0,0,48,0
120865,10003,,50.0,42.0,1.0,0,0,48,0
121168,10003,,42.0,62.0,1.0,0,0,48,0
121169,10003,,42.0,62.0,1.0,0,0,48,0
121321,10003,,50.0,52.0,1.0,0,0,48,0
121322,10003,,74.0,38.0,1.0,0,0,48,0
121323,10003,,50.0,75.0,1.0,0,0,48,0
121531,10003,,61.0,69.0,1.0,0,0,48,0
121532,10003,,45.0,44.0,1.0,0,0,48,0
121533,10003,,45.0,73.0,1.0,0,0,48,0
121634,10003,,66.0,38.0,1.0,0,0,48,0
121635,10003,,68.0,44.0,1.0,0,0,48,0
121636,10003,,35.0,75.0,1.0,0,0,48,0
121651,10003,,52.0,77.0,1.0,0,0,48,0
121686,10003,,51.0,74.0,1.0,0,0,48,0
121688,10003,,52.0,58.0,1.0,0,0,48,0
121689,10003,,51.0,74.0,1.0,0,0,48,0
121866,10003,,96.0,40.0,1.0,0,0,48,0
122350,10003,,41.0,44.0,1.0,0,0,48,0
122366,10003,,17.03,112.1,1.0,0,0,48,0
122395,10003,,90.0,32.0,1.0,0,0,48,0
122424,10003,,35.0,82.0,1.0,0,0,48,0
122430,10003,,35.01,54.15,1.0,0,0,48,0
122614,10003,,48.0,72.0,1.0,0,0,48,0
122651,10003,,42.0,60.0,1.0,0,0,48,0
122670,10003,,32.0,95.0,1.0,0,0,48,0
122681,10003,,70.0,50.0,1.0,0,0,48,0
122780,10003,,39.0,97.0,1.0,0,0,48,0
122782,10003,,42.0,80.0,1.0,0,0,48,0
122784,10003,,50.0,50.0,1.0,0,0,48,0
122809,10003,,48.0,114.0,1.0,0,0,48,0
122841,10003,,55.0,68.0,1.0,0,0,48,0
122869,10003,,50.0,66.0,1.0,0,0,48,0
122870,10003,,50.0,66.0,1.0,0,0,48,0
122902,10003,,72.0,42.0,1.0,0,0,48,0
122930,10003,,44.0,87.0,1.0,0,0,48,0
122999,10003,,25.0,50.0,1.0,0,0,48,0
123008,10003,,46.0,62.0,1.0,0,0,48,0
123011,10003,,46.0,62.0,1.0,0,0,48,0
123020,10003,,46.0,62.0,1.0,0,0,48,0
123021,10003,,47.0,58.0,1.0,0,0,48,0
123024,10003,,26.0,105.0,1.0,0,0,48,0
123027,10003,,80.0,59.0,1.0,0,0,48,0
123117,10003,,58.0,113.0,1.0,0,0,48,0
123126,10003,,50.0,66.0,1.0,0,0,48,0
123179,10003,,50.0,84.0,1.0,0,0,48,0
123234,10003,,40.0,68.0,1.0,0,0,48,0
123386,10003,,51.0,51.0,1.0,0,0,48,0
123469,10003,,33.0,62.0,1.0,0,0,48,0
123801,10003,,61.0,46.0,1.0,0,0,48,0
123802,10003,,149.11,192.05,1.0,0,0,48,0
123803,10003,,59.11,102.05,1.0,0,0,48,0
123804,10003,,52.1,100.07,1.0,0,0,48,0
123916,10003,,59.0,66.0,1.0,0,0,48,0
123959,10003,,81.0,47.0,1.0,0,0,48,0
123960,10003,,73.0,55.0,1.0,0,0,48,0
124287,10003,,75.0,40.0,1.0,0,0,48,0
124288,10003,,75.0,49.0,1.0,0,0,48,0
124289,10003,,39.0,57.0,1.0,0,0,48,0
124399,10003,,41.0,64.0,1.0,0,0,48,0
124431,10003,,64.0,79.0,1.0,0,0,48,0
124464,10003,,46.0,50.0,1.0,0,0,48,0
124465,10003,,46.0,50.0,1.0,0,0,48,0
124466,10003,,52.0,75.0,1.0,0,0,48,0
124479,10003,,48.0,78.0,1.0,0,0,48,0
124500,10003,,60.0,71.0,1.0,0,0,48,0
124501,10003,,78.0,52.0,1.0,0,0,48,0
124691,10003,,50.0,46.0,1.0,0,0,48,0
124960,10003,,60.0,100.0,1.0,0,0,48,0
124961,10003,,52.0,46.0,1.0,0,0,48,0
125017,10003,,62.0,34.0,1.0,0,0,48,0
125062,10003,,36.0,64.0,1.0,0,0,48,0
125063,10003,,36.0,64.0,1.0,0,0,48,0
125792,10003,,52.0,102.0,1.0,0,0,48,0
125834,10003,,52.0,102.0,1.0,0,0,48,0
125922,10003,,57.0,48.0,1.0,0,0,48,0
126040,10003,,46.0,52.0,1.0,0,0,48,0
126721,10003,,65.0,50.0,1.0,0,0,48,0
126722,10003,,65.0,50.0,1.0,0,0,48,0
126723,10003,,50.0,50.0,1.0,0,0,48,0
126971,10003,,48.0,72.0,1.0,0,0,48,0
127245,10003,,96.0,48.0,1.0,0,0,48,0
127463,10003,,60.0,86.0,1.0,0,0,48,0
127856,10003,,38.0,62.0,1.0,0,0,48,0
127893,10003,,51.0,62.0,1.0,0,0,48,0
128288,10003,,23.0,72.0,1.0,0,0,48,0
128310,10003,,32.0,79.0,1.0,0,0,48,0
128453,10003,,49.0,97.0,1.0,0,0,48,0
128454,10003,,57.0,100.0,1.0,0,0,48,0
128567,10003,,48.0,70.0,1.0,0,0,48,0
128692,10003,,55.0,75.0,1.0,0,0,48,0
128714,10003,,92.0,52.0,1.0,0,0,48,0
128736,10003,,87.0,42.0,1.0,0,0,48,0
128737,10003,,42.0,87.0,1.0,0,0,48,0
128798,10003,,49.0,75.0,1.0,0,0,48,0
128831,10003,,46.0,75.0,1.0,0,0,48,0
128832,10003,,30.0,62.0,1.0,0,0,48,0
128861,10003,,73.0,48.0,1.0,0,0,48,0
128935,10003,,96.0,48.0,1.0,0,0,48,0
128936,10003,,85.0,49.0,1.0,0,0,48,0
128937,10003,,49.0,85.0,1.0,0,0,48,0
128958,10003,,90.0,40.0,1.0,0,0,48,0
129255,10003,,44.0,64.0,1.0,0,0,48,0
129357,10003,,64.03,82.1,1.0,0,0,48,0
129358,10003,,64.03,82.1,1.0,0,0,48,0
129359,10003,,41.03,128.1,1.0,0,0,48,0
129504,10003,,48.0,96.0,1.0,0,0,48,0
129713,10003,,50.0,63.0,1.0,0,0,48,0
129714,10003,,50.0,95.0,1.0,0,0,48,0
129844,10003,,73.0,38.0,1.0,0,0,48,0
129847,10003,,65.0,28.0,1.0,0,0,48,0
131694,10003,,94.0,50.0,1.0,0,0,48,0
132200,10003,,20.1,122.02,1.0,0,0,48,0
132479,10003,,30.0,76.0,1.0,0,0,48,0
132533,10003,,84.0,56.0,1.0,0,0,48,0
133076,10003,,43.0,80.0,1.0,0,0,48,0
133083,10003,,75.0,50.0,1.0,0,0,48,0
133323,10003,,51.0,51.0,1.0,0,0,48,0
133456,10003,,76.0,54.0,1.0,0,0,48,0
133474,10003,,46.0,61.0,1.0,0,0,48,0
133475,10003,,44.0,104.0,1.0,0,0,48,0
133520,10003,,73.0,62.0,1.0,0,0,48,0
133521,10003,,42.0,57.0,1.0,0,0,48,0
133565,10003,,32.0,69.0,1.0,0,0,48,0
133572,10003,,53.0,75.0,1.0,0,0,48,0
133589,10003,,52.0,80.0,1.0,0,0,48,0
136388,10003,,73.0,73.0,1.0,0,0,48,0
136409,10003,,62.0,38.0,1.0,0,0,48,0
136502,10003,,65.0,48.0,1.0,0,0,48,0
136657,10003,,61.0,66.0,1.0,0,0,48,0
137607,10003,,41.0,75.0,1.0,0,0,48,0
139299,10003,,60.0,120.0,1.0,0,0,48,0
149833,10003,,46.0,62.0,1.0,0,0,48,0
150323,10003,,42.0,120.0,1.0,0,0,48,0
150642,10003,,40.0,76.0,1.0,0,0,48,0
158275,10003,,50.0,54.0,1.0,0,0,48,0
158785,10003,,54.0,65.0,1.0,0,0,48,0
158837,10003,,27.14,39.14,1.0,0,0,48,0
159212,10003,,74.0,43.0,1.0,0,0,48,0
